Signature,NamePKO,Country,Year,mandate_renewal,mandate_completeadjustment,date,disarmdemob_monitor,disarmdemob_assist,disarmdemob_encouraged,disarmdemob_security,reintegration_monitor,reintegration_assist,reintegration_security,reintegration_encouraged,controlsalw_monitor,controlsalw_assist,controlsalw_encouraged,controlsalw_security,armsembargo_monitor,armsembargo_assist,armsembargo_encouraged,armsembargo_security,civprotect_monitor,civprotect_assist,civprotect_security,civprotect_encouraged,humanrights_monitor,humanrights_assist,humanrights_encouraged,humanrights_security,childrights_monitor,childrights_assist,childrights_encouraged,childrights_security,sgbviolence_monitor,sgbviolence_assist,sgbviolence_encouraged,sgbviolence_security,policereform_monitor,policereform_assist,policereform_encouraged,policereform_security,militaryreform_monitor,militaryreform_assist,militaryreform_encouraged,militaryreform_security,demil_monitor,demil_assist,demil_security,demil_encouraged,offensoper_assist,offensoper_security,offensoper_monitor,offensoper_encouraged,justicereform_monitor,justicereform_assist,justicereform_encouraged,justicereform_security,transjustice_monitor,transjustice_assist,transjustice_encouraged,transjustice_security,correctionsreform_monitor,correctionsreform_assist,correctionsreform_encouraged,correctionsreform_security,bordercontrol_monitor,bordercontrol_assist,bordercontrol_encouraged,bordercontrol_security,demining_monitor,demining_assist,demining_encouraged,demining_security,resources_monitor,resources_assist,resources_security,resources_encouraged,stateauthority_monitor,stateauthority_assist,stateauthority_encouraged,stateauthority_security,democratization_monitor,democratization_assist,democratization_encouraged,democratization_security,electsec_monitor,electsec_assist,electsec_encouraged,electassist_monitor,electassist_assist,electassist_encouraged,electassist_security,votereducation_monitor,votereducation_assist,votereducation_security,votereducation_encouraged,polpartyassist_monitor,polpartyassist_assist,polpartyassist_encouraged,polpartyassist_security,civilsociety_monitor,civilsociety_assist,civilsociety_security,civilsociety_encouraged,media_monitor,media_assist,media_encouraged,media_security,publicinfo_assist,publicinfo_encouraged,publicinfo_monitor,publicinfo_security,powersharing_monitor,powersharing_assist,powersharing_encouraged,powersharing_security,reconcil_monitor,reconcil_assist,reconcil_encouraged,reconcil_security,localreconcil_monitor,localreconcil_assist,localreconcil_encouraged,localreconcil_security,regreconcil_monitor,regreconcil_assist,regreconcil_encouraged,regreconcil_security,ecdevelop_monitor,ecdevelop_assist,ecdevelop_encouraged,ecdevelop_security,humanrelief_monitor,humanrelief_assist,humanrelief_encouraged,humanrelief_security,publichealth_monitor,publichealth_assist,publichealth_encouraged,publichealth_security,refugeeidps_monitor,refugeeidps_assist,refugeeidps_encouraged,refugeeidps_security,gender_monitor,gender_assist,gender_encouraged,gender_security,legalreform_monitor,legalreform_assist,legalreform_encouraged,legalreform_security,ceasefire_monitor,ceasefire_assist,ceasefire_encouraged,ceasefire_security,peaceprocess_monitor,peaceprocess_assist,peaceprocess_encouraged,peaceprocess_security,culturalheritage_assist,culturalheritage_security,culturalheritage_monitor,culturalheritage_encouraged
"S/RES/2116","UNMIL","Liberia",2013,1,0,,"","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","Mandated in current resolution in S/RES/2116 paragraph(s) p.3, 10","","","","Mandated in current resolution in S/RES/2116 paragraph(s) 10","","","","Mandated in current resolution in S/RES/2116 paragraph(s) p.2, 8, 19","Mandated in current resolution in S/RES/2116 paragraph(s) 9","","","Mandated in current resolution in S/RES/2116 paragraph(s) p.2, 8","","","","","","","","","","","","Mandated in current resolution in S/RES/2116 paragraph(s) 8, 19","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","Mandated in current resolution in S/RES/2116 paragraph(s) 13","Mandated in current resolution in S/RES/2116 paragraph(s) 13, 20","Mandated in current resolution in S/RES/2116 paragraph(s) 7, 14","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","Mandated in current resolution in S/RES/2116 paragraph(s) 7","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2116 paragraph(s) 11","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in current resolution in S/RES/2116 paragraph(s) 13","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","Mandated in current resolution in S/RES/2116 paragraph(s) 12","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","Mandated in current resolution in S/RES/2116 paragraph(s) 9","","","","","","","","","","","","",""
"S/RES/2190","UNMIL","Liberia",2014,1,1,15dec2014,"","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10a, 10a(i)","","Mandated in current resolution in S/RES/2190 paragraph(s) 10e(i)","Mandated in current resolution in S/RES/2190 paragraph(s) 7, 10e, 10e(i)","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10e(i)","Mandated in current resolution in S/RES/2190 paragraph(s) 10e(i)","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10e(i), 10e(ii)","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 3, 6, 7, 10c, 10c(i), 10c(ii), 11","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 3, 6, 7, 10c, 10c(i)","","","","","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 3, 7, 10c, 10c(ii)","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10c(ii)","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10c(ii)","Mandated in current resolution in S/RES/2190 paragraph(s) 18","","","","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10c(iii)","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10d(i)","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10d, 10d(i)","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 3","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 10b, 10b(i)","","Mandated in current resolution in S/RES/2190 paragraph(s) 10b(i)","","Mandated in current resolution in S/RES/2190 paragraph(s) 10b(ii)","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 18","","","","","","","Mandated in current resolution in S/RES/2190 paragraph(s) 3","","","","","","","","","","","","","",""
"S/RES/2176","UNMIL","Liberia",2014,1,0,,"","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","Mandated in previous resolution in S/RES/2215 paragraph(s) 2, 5","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","Mandated in previous resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","",""
"S/RES/2215","UNMIL","Liberia",2015,1,1,,"","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","Mandated in current resolution in S/RES/2215 paragraph(s) 2, 5","","","","","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","","","Mandated in current resolution in S/RES/2215 paragraph(s) 2","","","","","","","","","","","","","",""
"S/RES/2239","UNMIL","Liberia",2015,1,1,,"","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 10a, 10a(i)","","Mandated in current resolution in S/RES/2239 paragraph(s) 10c(i)","Mandated in current resolution in S/RES/2239 paragraph(s) 10c, 10c(i)","","","Mandated in current resolution in S/RES/2239 paragraph(s) 10c(i)","Mandated in current resolution in S/RES/2239 paragraph(s) 10c(i)","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 10c(ii)","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 3, 10b, 10b(i), 10b(ii), 11","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 3, 10b, 10b(i), 10b(ii), 11","","","","","","","","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 3, 10b, 10b(ii)","","","","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 10b(ii)","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 11","","","","","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 3","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2239 paragraph(s) 19","","","","","","","","","","","","","","","","","","","","",""
"S/RES/2333","UNMIL","Liberia",2016,1,1,23dec2016,"","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 11a, 11a(i)","","Mandated in current resolution in S/RES/2333 paragraph(s) 11c(i)","Mandated in current resolution in S/RES/2333 paragraph(s) 11c, 11c(i)","","","Mandated in current resolution in S/RES/2333 paragraph(s) 11c(i)","Mandated in current resolution in S/RES/2333 paragraph(s) 11c(i)","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4, 11c(ii)","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4, 11b(i)","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4","","","","","","","","","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 11b(i)","","","Mandated in current resolution in S/RES/2333 paragraph(s) 12","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 11d, 11d(i)","","","","","","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2333 paragraph(s) 4","","","","","","","","","","","","","",""
"S/RES/2308","UNMIL","Liberia",2016,1,0,,"","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","Mandated in previous resolution in S/RES/2008 paragraph(s) p1","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","","","","","","","","","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","","","","","","","Mandated in current resolution in S/RES/2308 paragraph(s) 1","","","","Mandated in previous resolution in S/RES/2008 paragraph(s) 12","Mandated in previous resolution in S/RES/1626 paragraph(s) 11","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1938 paragraph(s) 2","","","Mandated in previous resolution in S/RES/1938 paragraph(s) 2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/2008 paragraph(s) 14","","","","","","","","","","","","","","","","","",""
"S/RES/1590","UNMIS","Sudan",2005,0,1,24mar2005,"","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(iv)","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(iv)","","","","","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(ix), 4d, 16i","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(ix)","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(viii), 4a(ix), 4d","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(iv)","","Mandated in current resolution in S/RES/1590 paragraph(s) 4d","","Mandated in current resolution in S/RES/1590 paragraph(s) 4d","","Mandated in current resolution in S/RES/1590 paragraph(s) 15","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(vii)","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(viii)","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4c","","","","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(x)","","","","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4d","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(v)","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(vi)","","","","","","","","","","","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4b","","Mandated in current resolution in S/RES/1590 paragraph(s) 4b, 16i","","","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4b","","Mandated in current resolution in S/RES/1590 paragraph(s) 4b, 4d","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(vi)","","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(viii)","","","Mandated in current resolution in S/RES/1590 paragraph(s) 4a(i)","","","","","","","","","","",""
"S/RES/1627","UNMIS","Sudan",2005,1,0,,"","Mandated in previous resolution in S/RES/1706 paragraph(s) 8f","","","Mandated in previous resolution in S/RES/1919 paragraph(s) 19","Mandated in previous resolution in S/RES/1706 paragraph(s) 8f","","","","","Mandated in previous resolution in S/RES/1919 paragraph(s) 15","","","","","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8l, 9b, 12a","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8l, 9b","Mandated in previous resolution in S/RES/1706 paragraph(s) 8k, 8l, 9b","","Mandated in previous resolution in S/RES/1706 paragraph(s) 9b","Mandated in previous resolution in S/RES/1706 paragraph(s) 8l","Mandated in previous resolution in S/RES/1706 paragraph(s) 8f, 8l","","Mandated in previous resolution in S/RES/1706 paragraph(s) 9b","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4d","","Mandated in previous resolution in S/RES/1590 paragraph(s) 15","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8j","Mandated in previous resolution in S/RES/1919 paragraph(s) 17","","","Mandated in previous resolution in S/RES/1812 paragraph(s) 9","","","","","","","","","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8k","","","","","","","","","Mandated in previous resolution in S/RES/1919 paragraph(s) 17","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8e","","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 9c","","","","","","","","Mandated in previous resolution in S/RES/1919 paragraph(s) 9, 16","","","","","","","","Mandated in previous resolution in S/RES/1919 paragraph(s) 7","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8g","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4d","","Mandated in previous resolution in S/RES/1812 paragraph(s) 16","","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8h, 9c","","","","","","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8i","","","","","Mandated in previous resolution in S/RES/1919 paragraph(s) 15","","","","","","","Mandated in previous resolution in S/RES/1812 paragraph(s) 21","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 9a","","Mandated in previous resolution in S/RES/1706 paragraph(s) 9a","","","","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 9a","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8d, 9a, 9b, 9d","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8i","Mandated in previous resolution in S/RES/1812 paragraph(s) 16","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(viii)","","","Mandated in previous resolution in S/RES/1706 paragraph(s) 8a","Mandated in previous resolution in S/RES/1706 paragraph(s) 8c","","","","","","","","","",""
"S/RES/1663","UNMIS","Sudan",2006,1,0,24mar2006,"","Mandated in current resolution in S/RES/1663 paragraph(s) 9","","","","Mandated in current resolution in S/RES/1663 paragraph(s) 9","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(ix), 4d, 16i","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(ix)","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(viii), 4a(ix), 4d","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(iv)","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4d","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4d","","Mandated in previous resolution in S/RES/1590 paragraph(s) 15","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(vii)","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(viii)","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4c","","","","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(x)","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4d","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(v)","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(vi)","","","","","","","","","","","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4b","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4b, 16i","","","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4b","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4b, 4d","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(vi)","","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(viii)","","","Mandated in previous resolution in S/RES/1590 paragraph(s) 4a(i)","","","","","","","","","","",""
