Signature,NamePKO,Country,Year,date2,mandate_renewal,mandate_completeadjustment,disarmdemob_monitor,disarmdemob_assist,disarmdemob_encouraged,disarmdemob_security,reintegration_monitor,reintegration_assist,reintegration_security,reintegration_encouraged,controlsalw_monitor,controlsalw_assist,controlsalw_encouraged,controlsalw_security,armsembargo_monitor,armsembargo_assist,armsembargo_encouraged,armsembargo_security,civprotect_monitor,civprotect_assist,civprotect_security,civprotect_encouraged,humanrights_monitor,humanrights_assist,humanrights_encouraged,humanrights_security,childrights_monitor,childrights_assist,childrights_encouraged,childrights_security,sgbviolence_monitor,sgbviolence_assist,sgbviolence_encouraged,sgbviolence_security,policereform_monitor,policereform_assist,policereform_encouraged,policereform_security,militaryreform_monitor,militaryreform_assist,militaryreform_encouraged,militaryreform_security,demil_monitor,demil_assist,demil_security,demil_encouraged,offensoper_assist,offensoper_security,offensoper_monitor,offensoper_encouraged,justicereform_monitor,justicereform_assist,justicereform_encouraged,justicereform_security,transjustice_monitor,transjustice_assist,transjustice_encouraged,transjustice_security,correctionsreform_monitor,correctionsreform_assist,correctionsreform_encouraged,correctionsreform_security,bordercontrol_monitor,bordercontrol_assist,bordercontrol_encouraged,bordercontrol_security,demining_monitor,demining_assist,demining_encouraged,demining_security,resources_monitor,resources_assist,resources_security,resources_encouraged,stateauthority_monitor,stateauthority_assist,stateauthority_encouraged,stateauthority_security,democratization_monitor,democratization_assist,democratization_encouraged,democratization_security,electsec_monitor,electsec_assist,electsec_encouraged,electassist_monitor,electassist_assist,electassist_encouraged,electassist_security,votereducation_monitor,votereducation_assist,votereducation_security,votereducation_encouraged,polpartyassist_monitor,polpartyassist_assist,polpartyassist_encouraged,polpartyassist_security,civilsociety_monitor,civilsociety_assist,civilsociety_security,civilsociety_encouraged,media_monitor,media_assist,media_encouraged,media_security,publicinfo_assist,publicinfo_encouraged,publicinfo_monitor,publicinfo_security,powersharing_monitor,powersharing_assist,powersharing_encouraged,powersharing_security,reconcil_monitor,reconcil_assist,reconcil_encouraged,reconcil_security,localreconcil_monitor,localreconcil_assist,localreconcil_encouraged,localreconcil_security,regreconcil_monitor,regreconcil_assist,regreconcil_encouraged,regreconcil_security,ecdevelop_monitor,ecdevelop_assist,ecdevelop_encouraged,ecdevelop_security,humanrelief_monitor,humanrelief_assist,humanrelief_encouraged,humanrelief_security,publichealth_monitor,publichealth_assist,publichealth_encouraged,publichealth_security,refugeeidps_monitor,refugeeidps_assist,refugeeidps_encouraged,refugeeidps_security,gender_monitor,gender_assist,gender_encouraged,gender_security,legalreform_monitor,legalreform_assist,legalreform_encouraged,legalreform_security,ceasefire_monitor,ceasefire_assist,ceasefire_encouraged,ceasefire_security,peaceprocess_monitor,peaceprocess_assist,peaceprocess_encouraged,peaceprocess_security,culturalheritage_assist,culturalheritage_security,culturalheritage_monitor,culturalheritage_encouraged
S/RES/2218,MINURSO,Morocco,2015,28-Apr-15,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2218 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/2351,MINURSO,Morocco,2017,28-Apr-17,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2351 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1221,MINURSO,Morocco,1999,28-Jan-99,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1221 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1513,MINURSO,Morocco,2003,28-Oct-03,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1513 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1570,MINURSO,Morocco,2004,28-Oct-04,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1570 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/1634,MINURSO,Morocco,2005,28-Oct-05,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1634 paragraph(s) 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S/RES/690,MINURSO,Morocco,1991,29-Apr-91,0,0,,,,,,,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,,,,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/690 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,,,,,,,Mandated in current resolution in S/RES/690 paragraph(s) 4,,,,,,,,,,,
S/RES/1541,MINURSO,Morocco,2004,29-Apr-04,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1541 paragraph(s) 4,,,,,,,,,,,
S/RES/2152,MINURSO,Morocco,2014,29-Apr-14,1,0,,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/2152 paragraph(s) 4,,,,,,,,,,,
S/RES/2285,MINURSO,Morocco,2016,29-Apr-16,1,0,,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/2285 paragraph(s) 4,,,,,,,,,,,
S/RES/1292,MINURSO,Morocco,2000,29-Feb-00,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1292 paragraph(s) 4,,,,,,,,,,,
S/RES/1359,MINURSO,Morocco,2001,29-Jun-01,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1359 paragraph(s) 4,,,,,,,,,,,
S/RES/1056,MINURSO,Morocco,1996,29-May-96,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1056 paragraph(s) 4,,,,,,,,,,,
S/RES/1131,MINURSO,Morocco,1997,29-Sep-97,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1131 paragraph(s) 4,,,,,,,,,,,
S/RES/1235,MINURSO,Morocco,1999,30-Apr-99,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1235 paragraph(s) 4,,,,,,,,,,,
S/RES/1406,MINURSO,Morocco,2002,30-Apr-02,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1406 paragraph(s) 4,,,,,,,,,,,
S/RES/1754,MINURSO,Morocco,2007,30-Apr-07,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1754 paragraph(s) 4,,,,,,,,,,,
S/RES/1813,MINURSO,Morocco,2008,30-Apr-08,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1813 paragraph(s) 4,,,,,,,,,,,
S/RES/1871,MINURSO,Morocco,2009,30-Apr-09,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1871 paragraph(s) 4,,,,,,,,,,,
S/RES/1920,MINURSO,Morocco,2010,30-Apr-10,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1920 paragraph(s) 4,,,,,,,,,,,
S/RES/1463,MINURSO,Morocco,2003,30-Jan-03,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1463 paragraph(s) 4,,,,,,,,,,,
S/RES/1523,MINURSO,Morocco,2004,30-Jan-04,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1523 paragraph(s) 4,,,,,,,,,,,
S/RES/1002,MINURSO,Morocco,1995,30-Jun-95,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1002 paragraph(s) 4,,,,,,,,,,,
S/RES/1429,MINURSO,Morocco,2002,30-Jun-02,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1429 paragraph(s) 4,,,,,,,,,,,
S/RES/1232,MINURSO,Morocco,1999,30-Mar-99,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1232 paragraph(s) 4,,,,,,,,,,,
S/RES/1485,MINURSO,Morocco,2003,30-May-03,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1485 paragraph(s) 4,,,,,,,,,,,
S/RES/1204,MINURSO,Morocco,1998,30-Oct-98,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1204 paragraph(s) 4,,,,,,,,,,,
S/RES/1324,MINURSO,Morocco,2000,30-Oct-00,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1324 paragraph(s) 4,,,,,,,,,,,
S/RES/1042,MINURSO,Morocco,1996,31-Jan-96,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1042 paragraph(s) 4,,,,,,,,,,,
S/RES/1495,MINURSO,Morocco,2003,31-Jul-03,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1495 paragraph(s) 4,,,,,,,,,,,
S/RES/1301,MINURSO,Morocco,2000,31-May-00,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1301 paragraph(s) 4,,,,,,,,,,,
S/RES/1720,MINURSO,Morocco,2006,31-Oct-06,1,0,,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 1,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,,,,,,,Mandated in previous resolution in S/RES/1720 paragraph(s) 4,,,,,,,,,,,
